Date,qqq,lqd,hyg,tlt,ief,shy,gld,slv,efa,eem,iyr,xle,xlk,xlf,GC=F,RPAR
2007-07-02,,,,,,,,,,,,,,,,
2007-07-03,0.0058298493426176545,0.00019298113851240473,-0.001862731608283763,-0.006097738000015229,-0.0029667893988648553,-0.00037526689486644393,-0.004306348719670949,-0.004448737544485715,0.004759417084008399,0.007967388912882178,-0.0046618631356446505,0.007691002009154957,0.006971427608253089,0.008769788621066477,,
2007-07-05,0.007244560303886871,-0.006451020884523095,-0.00363506449424833,-0.011205833943071841,-0.005578641524441985,-0.0013772572621227885,-0.00494284376557419,-0.005346268562671508,-0.004980199237712646,0.004432210223793254,0.01607604854696687,-0.002402381648930918,0.0038459390119003345,-0.008421887918274362,-0.012338119704398354,
2007-07-06,0.004110163850443271,-0.0019372270790604107,0.001085305314723728,-0.004056731710576189,-0.002369513111081023,-0.00012603349468898184,0.008382504360077148,0.01724830725679971,0.007202470272435368,0.017135721982999508,-0.0021178501734391286,0.013601301414746914,0.0019159647111599565,0.004931499584729382,0.006631689745623559,
2007-07-09,0.0006143410068690791,0.002038145667349056,0.003052528694579948,0.0035932665390991936,0.0036248873312687557,0.0007527472124884138,0.006465489145083714,0.0,0.0024237914695626195,0.009689381059091673,0.003745630648505971,0.00936552810760527,0.005735997927602154,-0.004089430219617718,0.011950341117037855,
2007-07-10,-0.00838654279575024,0.00687960820137512,-0.0026508686002566506,0.01694946972441369,0.006848250188825622,0.0018794801245176629,0.003517946873599298,0.014984193675905866,-0.012211322974269967,-0.019693498258916087,-0.030473096241416253,-0.008863246407016523,-0.011406747674834405,-0.02107816923984296,0.003028009084027339,
2007-07-11,0.006807248554396628,-0.004522523698360037,-0.007481278185822338,-0.010327641687539635,-0.0034626603440934822,-0.0005004752402349988,-0.0025910405024214267,-0.0019424723195471394,0.009424910608929693,0.008254343940102382,0.0,0.0037724277921544758,0.0057692724064883905,0.0033554656356806767,-0.0033207731426886378,
2007-07-12,0.015365323216993243,-0.00396316601165525,0.002975842652050087,-0.003440346200016764,-0.0028547543584224178,-0.0006251361630417174,0.008862991748502358,0.012300505183808097,0.013944567437036648,0.02195373011661128,0.012572730788363629,0.019348920029153893,0.016825750701532804,0.018394647956394783,0.00969260113945225,
2007-07-13,0.006860417585031975,0.004366520057548895,0.004153089169845137,0.0027374334523455612,0.002240884746133931,0.0005001245453011283,0.00015150161676835694,-0.0030762101865000613,-0.0007177430488252146,0.01240697864126794,0.009501579081816258,0.009831869394429704,0.0022566642714423324,0.0038312595095824076,-0.0013499690979201784,
2007-07-16,-0.0010018987988803518,0.0026092627582461336,0.0003935682418554354,0.009613291776049415,0.0039728167308163975,0.0010012344330496692,-0.00318035875139977,-0.00532286064621057,-0.002273531899430359,-0.009803945569730632,-0.005521663261283782,-0.012846553702165808,0.003001992600989878,-0.0035440990907601444,-0.0012015437182878452,
2007-07-17,0.007622725394014651,-0.002120556517405059,0.0011813573432808422,-0.002116044089069069,-0.002102967812094736,-0.0006245891574199192,-0.0010635019013791602,-0.006126917379808305,-0.003358905210897656,-0.0007777157301203097,-0.006436302053429932,-0.013013502246748354,0.003366868102993026,0.0032831971747950828,-0.00045110946311088806,
2007-07-18,-0.0011940533958476607,0.0028973196553374603,-0.007472264584054589,0.0037690457643555497,0.003595103417077361,0.0015002021018362122,0.013231980936608823,0.02341008197878458,-0.0034897937531470635,-0.012244652068440609,-0.005461332336063163,0.022623429114415394,-0.005220452214011462,-0.012817114937198282,0.01188500561730943,
2007-07-19,0.0029896914399973884,-0.0021182870913641905,0.0010890735707842492,-0.00023417162111538659,-0.00012374411028148735,-0.00012499113315633803,0.005854088465471419,0.004117415307683725,0.005675864121195806,0.009960217072243038,0.0033200198328746655,0.009093276019781271,0.008246466866923319,-0.003314768559556036,0.006839186422934906,
2007-07-20,-0.005365729608773684,0.002798760061582195,-0.0025720966120101885,0.009038941424027724,0.004940484099174247,0.0016237191654748795,0.008506188280152926,0.004859908215814945,-0.01032765108655953,-0.006882138048011299,-0.016038433055555523,-0.0047076851527756425,-0.003717615942487762,-0.01746103950775324,0.009893697705638749,
